Serial Number,Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating
6423,Egire Paavurama,Telugu,None,2 h 22 min,1997,NR
6424,Njanum Ente Sreeyum,Malayalam,None,2 h 4 min,2011,All
6425,Knowing,English,6.2,2 h 1 min,2009,13+
6426,Gujjubhai Banya Dabang,Gujarati,8.2,2 h 33 min,2018,13+
6427,Snow White & the Huntsman,Hindi,6.1,2 h 7 min,2012,13+
6428,AINA,English,None,23min,2019,13+
6429,Little Women,Tamil,7.8,2 h 14 min,2019,All
6430,The Nut Job 2,Hindi,5.5,1 h 26 min,2017,7+
6431,Batman v Superman: Dawn of Justice,Hindi,6.4,2 h 31 min,2016,13+
6432,Kadhalar Dhinam,Tamil,6.3,2 h 31 min,1999,All
6433,Belli Modagalu,Kannada,None,1 h 59 min,1992,NR
6434,Seethakaathi,Tamil,7,2 h 52 min,2018,13+
6435,Ghazi (Telugu),Telugu,7.6,1 h 56 min,2017,All
6436,It's My Life,Telugu,5.3,1 h 58 min,2014,All
6437,Tigerland,English,6.9,1 h 40 min,2000,18+
6438,Ponza and Palmarola,English,None,22min,2020,13+
6439,Ekdin Pratidin,Bengali,7.2,1 h 26 min,2017,13+
6440,Kakhono Megh,Bengali,None,1 h 57 min,None,NR
6441,The Carrier,English,3.9,1 h 30 min,2015,18+
6442,Housefull 3,Hindi,5,2 h 14 min,2016,NR
6443,Pratisodh,Bengali,None,2 h 3 min,1981,NR
6444,Westall '66: A Suburban UFO Mystery,English,6.5,49min,2010,7+
6445,Dalapathi,Telugu,8.5,2 h 38 min,1991,13+
6446,XXX,English,5.9,2 h 4 min,2002,13+
6447,Aakrosh,Bengali,7,2 h 17 min,1989,All
6448,The Creepy Line,English,6.9,56min,2020,13+
6449,Dancer,Hindi,None,2 h 29 min,1991,All
6450,Hrudaya Hadithu,Kannada,None,2 h 24 min,1991,NR
6451,"Anne Morgan, An American On The Front",English,None,53min,2020,13+
6452,Ek Ajooba,Hindi,6,1 h 11 min,2000,All
6453,Honey Boy,Hindi,7.3,1 h 34 min,2019,18+
6454,Ittefaq,Hindi,7.4,1 h 45 min,None,All
6455,Lolita,Bengali,6.9,2 h 2 min,1984,13+
6456,Evadi Gola Vaadidi,Telugu,6.5,2 h 29 min,2005,18+
6457,Mounto,Hindi,4.8,1 h 54 min,1975,NR
6458,Blow The Man Down,English,6.4,1 h 31 min,2020,16+
6459,U Turn (Hindi),Hindi,7.5,2 h 1 min,2019,13+
6460,RISING FROM THE RUINS,English,None,52min,2020,13+
6461,22 Yards,Hindi,6.1,2 h 6 min,2019,All
6462,Prawn Pepper Fry,Bengali,None,3min,2020,13+
6463,Camargue's White Gold,English,None,26min,2020,13+
6464,Baranda,Bengali,None,2 h 10 min,2017,NR
6465,Jhinder Bondi,Bengali,None,1 h 43 min,None,NR
6466,We Come as Friends,English,7.5,1 h 49 min,2014,NR
6467,Kinavalli (Hindi),Hindi,6.6,1 h 59 min,2020,All
6468,Chandni Bar,Hindi,7.6,2 h 24 min,2001,13+
6469,Bridget Jones' Diary,Hindi,6.7,1 h 37 min,2001,18+
6470,Stephen King's Doctor Sleep,English,7.3,2 h 31 min,2019,18+
6471,Sindoor,Hindi,5.2,2 h 45 min,1987,All
6472,Pokkiri Simon,Malayalam,4.8,2 h 24 min,2017,All
6473,Final Destination 3,Hindi,5.8,1 h 32 min,2006,18+
6474,Judwaa,Hindi,6,2 h 13 min,1997,13+
6475,Dog Power,English,7.3,25min,2020,13+
6476,Chupkotha,Bengali,None,1 h 54 min,2018,13+
6477,Tik Tik Tik,Tamil,6,2 h 14 min,1981,NR
6478,Ventilator,Gujarati,7.7,2 h 20 min,2018,All
6479,KisseBaaz,Hindi,4.5,2 h 1 min,2019,13+
6480,Naga Devathe,Kannada,5.8,2 h 30 min,2000,NR
6481,Zoo Lovers,English,None,52min,2020,13+
6482,Letter from Siberia,English,7.6,58min,None,NR
6483,Chudail Story,Hindi,2.4,1 h 39 min,2016,18+
6484,Ocean's Thirteen,English,6.9,2 h 2 min,2007,13+
6485,Dongallo Dora,Telugu,None,1 h 37 min,None,NR
6486,Shorgul,Hindi,5.7,2 h 4 min,2013,13+
6487,I Am Kalam,Bengali,8,1 h 28 min,2011,All
6488,Mirrors,English,6.2,1 h 51 min,2008,18+
6489,Greed,Tamil,5.7,1 h 44 min,2020,13+
6490,Ahista Ahista,Hindi,7,1 h 57 min,2006,All
6491,John Wick: Chapter 2,Tamil,7.5,2 h 2 min,2017,18+
6492,SkyBound,Telugu,4.7,1 h 21 min,2017,16+
6493,Kathbirali,Bengali,7.5,1 h 50 min,2020,13+
6494,AK Ayyappanum Koshiyum,Malayalam,7.9,2 h 55 min,2020,All
6495,Double Take,English,5.5,1 h 19 min,2009,NR
6496,Rudra: The Rise Of King Pharaoh,Hindi,None,1 h 30 min,2020,7+
6497,Lady Tiger,Telugu,3.4,2 h 10 min,2019,13+
6498,Mr. Bakra,Kannada,7.6,2 h 5 min,2005,NR
6499,Shortkut - The Con Is On,Hindi,3.4,2 h 12 min,2009,13+
6500,Brains in Danger: What's Behind the Rise of Autism?,English,None,56min,2017,18+
6501,Agni Devi,Tamil,4.9,1 h 41 min,2019,NR
6502,Action Jackson,Hindi,5.5,2 h 23 min,2014,NR
6503,Okka Magaadu,Telugu,2.1,2 h 50 min,2008,18+
6504,Bichhoo,Hindi,5,2 h 34 min,2000,18+
6505,Women of Freedom,English,6,56min,2020,13+
6506,Chandi Rani,Telugu,None,2 h 10 min,1999,NR
6507,Elizabeth II: A Queen’s Revolution,English,None,53min,2019,13+
6508,Sadrishavakyam 24:29,Malayalam,4.6,2 h 7 min,2017,13+
6509,Saving Private Ryan,English,8.6,2 h 49 min,1998,18+
6510,Rahasya The Bhoutik,Bengali,3,1 h 53 min,2010,13+
6511,Sye Raa Narasimha Reddy (Telugu),Telugu,7.4,2 h 49 min,2019,13+
6512,Tashan,Hindi,3.8,2 h 27 min,2008,13+
6513,Bliss,English,5.3,1 h 43 min,2021,16+
6514,Chaukat Raja,Marathi,7.4,2 h 29 mins,1991,All
6515,The Wailing,Hindi,7.5,2 h 29 min,2016,18+
6516,Prema Sakshiga,Telugu,None,2 h 1 min,2001,NR
6517,Inspector Gadget's Last Case,English,4.9,1 h 13 min,2002,7+
6518,Godzilla: King of The Monsters,Tamil,6,2 h 11 min,2019,16+
6519,Antaranga,Bengali,None,2 h 9 min,1988,NR
6520,Dragon Blade,Hindi,6,2 h 7 min,2015,13+
6521,Traffic Signal,Hindi,6.6,2 h 5 min,2007,13+
6522,Lage Raho Munna Bhai,Hindi,8.1,2 h 19 min,2006,All
6523,Vampires Suck,English,3.4,1 h 22 min,2010,16+
6524,Yoddha,Telugu,8.4,2 h 3 min,1992,NR
6525,Periya Veetu Pannakkaran,Tamil,5.6,2 h 2 min,1990,NR
6526,Riktha,Kannada,None,1 h 51 min,2017,NR
6527,Drive Angry,Telugu,5.4,1 h 40 min,2011,18+
6528,Mother India,Hindi,8.1,2 h 47 min,None,NR
6529,Geet Sangeet,Bengali,7,2 h 15 min,1994,NR
6530,Death Makes Life Possible,English,7.6,1 h 5 min,2020,13+
6531,Ahare Mon,Bengali,7.2,1 h 51 min,2019,13+
6532,Wedding Cha Shinema,Marathi,6.9,2 h 17 mins,2019,All
6533,A Beautiful Day in the Neighborhood,Hindi,7.3,1 h 48 min,2019,All
6534,Love Aaj Kal Porshu,Bengali,6.1,1 h 42 min,2020,13+
6535,Prema Pavuralu,Telugu,7.3,3 h 4 min,1989,All
6536,Quick,Hindi,5.8,1 h 47 min,2011,16+
6537,Geethanjali,Malayalam,3.8,2 h 30 min,2013,13+
6538,Headmaster,Bengali,7.1,1 h 23 min,None,NR
6539,Kaatrin Mozhi,Tamil,7.4,2 h 27 min,2018,7+
6540,Mohacheppu,Malayalam,None,1 h 20 min,1989,NR
6541,Sapoot,Hindi,5.2,2 h 32 min,1996,13+
6542,Dabangg 3 (Kannada),Kannada,3.2,2 h 28 min,2019,16+
6543,Olympus Has Fallen,English,6.5,1 h 54 min,2013,18+
6544,One Child Nation,English,7.5,1 h 28 min,2019,18+
6545,Bhoot Bungla,Hindi,6.5,2 h 16 min,None,18+
6546,The Legend Of Ben Hall,English,5.8,2 h 19 min,2017,16+
6547,Bazaar,Hindi,None,2h,1982,All
6548,Chalte Chalte,Telugu,6.6,2 h 14 min,2018,All
6549,Bhai Amar Bhai,Bengali,None,2 h 33 min,2017,13+
6550,Andha Atit,Bengali,6.3,1 h 45 min,1972,NR
6551,Mr. Right,English,6.3,1 h 35 min,2016,18+
6552,Johar In Bombay,Hindi,6.4,1 h 38 min,None,All
6553,Time Machine,Hindi,5.6,40min,2016,13+
6554,Edaina Jaragocchu,Telugu,3.9,2 h 7 min,2019,13+
6555,Nishchaiy,Hindi,3.9,2 h 26 min,1992,All
6556,Rajendrudu Gajendrudu,Telugu,7.2,2 h 7 min,1993,All
6557,Srimannarayana,Telugu,4.2,2 h 18 min,2012,18+
6558,Chikati Gadilo Chithakotudu,Telugu,4.8,1 h 46 min,2019,18+
6559,Nishabdham (Telugu),Telugu,3.8,2 h 5 min,2020,16+
6560,Catch Me If You Can,English,8.1,2 h 20 min,2002,16+
6561,Agnishikha,Bengali,None,1 h 25 min,1999,NR
6562,Seal,Hindi,None,12min,2018,All
6563,Bheemili Kabaddi Jattu,Telugu,None,2 h 23 min,2010,All
6564,Challenge 2,Bengali,None,2 h 41 min,2017,13+
6565,Soldiers of Fortune,English,4.3,1 h 33 min,2012,18+
6566,Barbie Dreamtopia,English,6.4,46min,2016,7+
6567,Rampage,Telugu,6.1,1 h 47 min,2018,13+
6568,Bandish,Hindi,4.4,1 h 47 min,None,NR
6569,Gujjubhai The Great,Gujarati,8.2,2 h 17 min,2015,All
6570,Vinta Mogudu,Telugu,8.6,2 h 11 min,1985,NR
6571,Abhimanyu - Telugu,Telugu,None,2 h 2 min,1999,NR
6572,XXX: State of the Union,Marathi,4.5,1 h 40 mins,2005,16+
6573,Happy Birthday to John,English,6.4,24min,1995,NR
6574,KAASH,Hindi,None,2 h 6 min,1987,All
6575,Final Destination 5,English,5.8,1 h 31 min,2011,18+
6576,Ganesh Talkies,Bengali,5.1,2 h 10 min,2013,All
6577,Mala Aai Vhhaychy,Marathi,7.8,2 h 8 mins,2011,All
6578,Iniyum Oru Janmam,Malayalam,None,1 h 32 min,1985,NR
6579,Mujhse Dosti Karoge,Hindi,5.1,2 h 28 min,2002,All
6580,vazhunnor,Malayalam,5.9,2 h 36 min,1999,All
6581,Gangstar King,Bengali,None,2 h 8 min,2018,13+
6582,Paharganj,Hindi,4.6,1 h 44 min,2019,18+
6583,The Last Color,Hindi,7.8,1 h 30 min,2020,18+
6584,AAYUSHMANBHAVA,Kannada,6.2,2 h 23 min,2019,13+
6585,Sakka Podu Podu Raja,Tamil,4.3,2 h 4 min,2017,13+
6586,Acp Ranveer,Bengali,None,2 h 36 min,2018,13+
6587,Appu,Malayalam,6.5,2 h 19 min,1990,All
6588,N.T.R: Mahanayakudu,Telugu,5.4,2 h 4 min,2019,All
6589,Local Boy,Telugu,5.7,2 h 20 min,2020,All
6590,Nee Bareda Kadambari,Kannada,7.7,2 h 16 min,1985,NR
6591,Cheel Zadap,Gujarati,5.2,1 h 57 min,2019,13+
6592,Mithai,Malayalam,4.3,2 h 17 min,2019,13+
6593,Mana Oori Ramayanam,Telugu,6.9,1 h 48 min,2016,All
6594,Veertaa,Hindi,None,2 h 29 min,1993,All
6595,Charade,English,7.9,1 h 53 min,None,18+
6596,Rudra Thandavam - 1978,Tamil,5.9,2 h 14 min,1978,NR
6597,Kya Kehna!,Hindi,5.9,2 h 29 min,2000,13+
6598,Ki Kore Toke Bolbo,Bengali,5.9,2 h 29 min,2017,13+
6599,Chakkiligintha,Telugu,6.3,2 h 22 min,2014,13+
6600,The Final Countdown,English,6.7,1 h 42 min,1980,18+
6601,Subhamangal Savadhan,Marathi,7.9,2 h 19 mins,1992,All
6602,Parasmani,Hindi,6.4,2 h 11 min,None,All
6603,Aar Paar,Hindi,6.2,2 h 19 min,1985,All
6604,Saint Peter in Gallicantu,English,None,52min,2020,13+
6605,Tootsie,English,7.4,1 h 56 min,1982,NR
6606,Kalyanam,Malayalam,5.5,1 h 53 min,2018,All
6607,Badshah-The Don,Bengali,None,2 h 36 min,2016,All
6608,Aasaiyil Oru Kaditham,Tamil,4.8,2 h 6 min,1999,13+
6609,Knock Knock,Tamil,4.9,1 h 39 min,2015,18+
6610,Melmaruvathur Adhiparasakthi,Tamil,None,2 h 16 min,1986,NR
6611,Shiva: Journey To Plunotaria,Hindi,None,1 h 20 min,2020,7+
6612,Ponnar Sankar,Tamil,3.8,2 h 14 min,2011,All
6613,Under The Radar,English,None,44min,2020,13+
6614,Ayogya (Telugu),Telugu,None,2 h 17 min,2019,13+
6615,Agent Gopi,Telugu,7.6,2 h 9 min,1978,NR
6616,Thappu,Telugu,None,1 h 15 min,2007,NR
6617,Tum Jo Mile - A Sweet Love Story,Hindi,None,2 h 5 min,2010,NR
6618,Patriots Day,English,7.4,2 h 13 min,2017,18+
6619,Morya,Marathi,7.2,2 h 1 mins,2011,13+
6620,Phamous,Hindi,3.8,1 h 49 min,2018,18+
6621,The Bourne Identity,Hindi,7.9,1 h 58 min,2002,13+
6622,Dishkiyaoon,Hindi,5.2,1 h 58 min,2014,NR
6623,The Ruins of Raqqa,English,None,43min,2019,13+
6624,Pratigyabadh,Hindi,5.7,2 h 42 min,1991,All
6625,Titas Ekti Nadir Naam,Bengali,None,2 h 28 min,2017,13+
6626,Premeswari,Telugu,None,1 h 9 min,2002,NR
6627,Dharmapuri,Tamil,4.4,2 h 26 min,2006,All
6628,Lone Survivor,English,7.5,1 h 56 min,2014,16+
6629,The Bourne Ultimatum,Hindi,8,1 h 55 min,2007,13+
6630,Mission Possible,Marathi,5.8,1 h 40 mins,2010,13+
6631,Aapne Toh Chhie Bindaas,Gujarati,None,2 h 57 min,2016,All
6632,The Descent Part 2,Hindi,5.8,1 h 29 min,2010,18+
6633,Bouma,Bengali,6.5,2 h 27 min,2019,13+
6634,Armaan - Story Of A Story Teller,Gujarati,5.6,1 h 39 min,2017,All
6635,Dharasnan,Bengali,5.3,2 h 23 min,2018,NR
6636,Dabangg 3 (Telugu),Telugu,None,2 h 36 min,2019,16+
6637,Kush,Hindi,7.8,25min,2013,18+
6638,Shubh Mangal Saavdhan,Hindi,6.9,1 h 44 min,2017,NR
6639,Simhasanam,Malayalam,3,2 h 39 min,2012,13+
6640,Naalum Therinthavan,Tamil,None,2 h 14 min,1968,NR
6641,Letha Manasulu,Telugu,7.6,2 h 57 min,None,All
6642,Apan Jan,Bengali,None,1 h 52 min,2017,13+
6643,YZ,Marathi,7.3,2 h 25 mins,2016,13+
6644,Othello,English,None,1 h 32 min,None,16+
6645,The Wait,English,None,1 h 38 min,2013,18+
6646,Meet Bill,English,6.2,1 h 33 min,2008,18+
6647,Sasu Numbri Jawai Dus Numbri,Marathi,5,2 h 17 mins,2008,All
6648,Jenifer,English,5.9,1 h 34 min,2001,13+
6649,Madura Veeran,Tamil,6.3,1 h 59 min,2018,NR
6650,Kannappanunni,Malayalam,6.7,2 h 36 min,1977,NR
6651,Sanjog,Hindi,6.2,2 h 31 min,1972,All
6652,Journey to the Center of the Earth (2008),English,5.8,1 h 32 min,2008,13+
6653,Anukunnadi Okati Ayinadi Okati,Telugu,4.6,1 h 59 min,2020,18+
6654,Unhinged,Telugu,6,1 h 30 min,2020,18+
6655,Gaon,Hindi,5.5,2 h 4 min,2018,13+
6656,Varavelpu,Malayalam,8.1,2 h 25 min,1989,All
6657,Namastey London,Hindi,7.1,2 h 11 min,2007,All
6658,The Great Gambler,Hindi,6.5,2 h 42 min,1979,18+
6659,Moon,English,7.9,1 h 37 min,2009,18+
6660,Manush Keno Beiman,Bengali,None,2 h 14 min,2019,13+
6661,The Rider & The Wolf,English,None,1h,2020,13+
6662,Terminator Salvation,Hindi,6.5,1 h 54 min,2009,13+
6663,Yatra (Tamil),Tamil,8.2,2 h 5 min,2019,13+
6664,Sagaa (Malayalam),Malayalam,None,1 h 59 min,2019,13+
6665,"Agaram (Tamil Language, English Subtitled)",Tamil,None,2 h 17 min,2007,18+
6666,Snehitara Savaal,Kannada,7.7,2 h 33 min,1981,NR
6667,Dark Chocolate,Hindi,4.2,1 h 31 min,2016,18+
6668,Jiban Youban,Bengali,None,2 h 32 min,1997,NR
6669,Pierre Christin - Time-Space,English,None,52min,2020,13+
6670,Wake Of Death,Hindi,5.7,1 h 24 min,2004,16+
6671,Yves Saint Laurent – Fire Starter,English,None,42min,2018,13+
6672,Be Dune Saade Chaar,Marathi,6.8,2 h 12 mins,2009,All
6673,Vadakkumnadhan,Malayalam,6.5,2 h 12 min,2006,All
6674,Yun Hota Toh Kya Hota,Hindi,6.6,1 h 55 min,2006,13+
6675,Jora 10 Numbaria,Punjabi,6.5,2 h 15 mins,2017,18+
6676,Aetbaar,Hindi,4.6,2 h 23 min,2004,18+
6677,Dhwaja (Hindi),Hindi,6.5,2 h 18 min,2018,13+
6678,Aakrosh,Hindi,7.9,2 h 18 min,1980,18+
6679,Meesa Madhavan,Malayalam,7.9,2 h 30 min,2002,NR
6680,Komol Gandhar,Bengali,None,2 h 4 min,None,All
6681,Super K (Hindi),Hindi,None,1 h 27 min,2011,All
6682,The Bumble Nums - Season 3,English,None,46min,2019,All
6683,White Sauce Chicken Pasta,Bengali,None,4min,2020,13+
6684,Thayiya Hone,Kannada,None,2 h 19 min,1985,NR
6685,Ek Adbhut Dakshina - Guru Dakshina,Hindi,None,2 h 1 min,2015,NR
6686,Barsaat Ki Ek Raat,Hindi,6.3,2 h 27 min,1981,All
6687,Subho Muharat,Bengali,None,2 h 34 min,2003,NR
6688,Thayi Kotta Thali,Kannada,None,2 h 13 min,1987,NR
6689,Protidan,Bengali,6.6,2 h 22 min,1983,NR
6690,Ek Taraa,Marathi,7,2 h 12 mins,2015,13+
6691,Su Karisu,Gujarati,None,2 h 3 min,2016,13+
6692,Amar Sanghee,Bengali,None,2 h 33 min,2017,13+
6693,Louder Than Bombs,English,6.6,1 h 49 min,2016,16+
6694,Khuda Gawah,Hindi,6.6,3 h 5 min,1992,All
6695,Sati Leelavathi,Telugu,None,2 h 7 min,2005,NR
6696,Rab Ton Sohna Ishq,Punjabi,None,2 h 18 mins,2013,13+
6697,Himmat Aur Mehnat,Hindi,None,2 h 17 min,1987,NR
6698,Satya,Telugu,8.2,2 h 36 min,1998,NR
6699,Artificial Intelligence: Creating a Code for Consciousness,English,None,47min,2020,13+
6700,Bidrohi,Bengali,6.5,2 h 19 min,1987,NR
6701,Indiana Jones and the Raiders of the Lost Ark,English,8.4,1 h 55 min,1981,18+
6702,Shivanaga,Kannada,None,2 h 13 min,1992,NR
6703,Middle Class Melodies (Tamil),Tamil,7.7,2 h 15 min,2020,16+
6704,Marmaduke,English,4.3,1 h 28 min,2010,All
6705,Cinema Pichoodu,Telugu,None,2h,1980,NR
6706,Pauran,Malayalam,4.5,2 h 21 min,2005,NR
6707,Naqaab,Bengali,5.7,2 h 39 min,2019,13+
6708,Nanny McPhee,English,6.5,1 h 38 min,2006,13+
6709,Jalsaghar,Bengali,None,1 h 30 min,2018,13+
6710,Gulama,Kannada,4.8,2 h 27 min,2008,13+
6711,After Earth,Tamil,4.8,1 h 39 min,2013,13+
6712,Antha,Kannada,7.4,2 h 4 min,1981,NR
6713,Travelling with the Jinju,English,None,52min,2020,13+
6714,Sarvasva - A Blind Love,Kannada,None,1 h 42 min,2017,13+
6715,Premam,Hindi,7.1,1 h 43 min,2019,All
6716,Judaai,Hindi,5.9,2 h 29 min,1980,All
6717,OK Jaanu,Hindi,5.2,2 h 14 min,2017,13+
6718,Richie (Hindi),Hindi,5.3,1 h 38 min,2019,13+
6719,Balache Baap Brahmachari,Marathi,7.7,2 h 20 mins,1988,All
6720,Ora Char Jon,Bengali,None,2 h 10 min,1988,NR
6721,& Jara Hatke,Marathi,2.9,1 h 55 mins,2016,NR
6722,Policeodu,Telugu,7.1,2 h 37 min,2016,All
6723,Kapalika,Malayalam,None,2 h 11 min,1983,NR
6724,Sant Gyaneshwar,Hindi,7.9,2 h 9 min,1981,NR
6725,Don't Be Afraid of the Dark,Hindi,5.6,1 h 39 min,2011,18+
6726,Shellfish: From The Sea To Our Plates,English,None,52min,2020,13+
6727,Aatma,Hindi,3.8,1 h 30 min,2013,18+
6728,Alvin and the Chipmunks,English,5.2,1 h 31 min,2007,All
6729,Eden,English,4.8,1 h 36 min,2015,18+
6730,24 Mani Neram,Tamil,None,2 h 3 min,1984,NR
6731,The Eagles of the Forest,English,None,53min,2019,13+
6732,Sujan Sakhi,Bengali,None,2 h 24 min,1995,NR
6733,Ye Maya Chesave,Telugu,7.7,2 h 35 min,2010,13+
6734,Jumanji: The Next Level,Telugu,6.6,2 h 3 min,2019,13+
6735,Ghost Rider: Spirit Of Vengeance,Telugu,4.3,1 h 35 min,2012,18+
6736,Baap Re Baap,Hindi,6.5,2 h 10 min,None,NR
6737,Ghost Rider: Spirit Of Vengeance,Tamil,4.3,1 h 35 min,2012,18+
6738,The Romantics,English,5.1,1 h 36 min,2010,18+
6739,The Cobbler,English,5.8,1 h 37 min,2015,13+
6740,Barsaat,Hindi,3.8,2 h 19 min,2005,All
6741,Prem Juddho,Bengali,7.4,2 h 4 min,2013,All
6742,Simla Special,Tamil,6.8,2 h 17 min,1982,NR
6743,Swapna Sanchari,Malayalam,6,2 h 2 min,2011,All
6744,The Godfather,English,9.2,2 h 57 min,1972,18+
6745,Nag Nagini,Bengali,None,2 h 12 min,2017,13+
6746,Nayaner Alo,Bengali,None,2 h 24 min,1998,NR
6747,Super Bheem Aur Avinashi Trimoorthy,Hindi,None,1 h 5 min,2019,7+
6748,Lagna Mubarak,Marathi,6.1,2 h 10 mins,2018,13+
6749,Krishnan Vanthan,Tamil,None,2 h 4 min,1987,NR
6750,Kong: Skull Island,Hindi,6.6,1 h 58 min,2017,16+
6751,Shantilal O Projapoti Rohoshyo,Bengali,5.9,1 h 41 min,2020,13+
6752,Don,Hindi,7.2,2 h 48 min,2006,13+
6753,Mandyada Gandu,Kannada,None,2 h 24 min,1994,NR
6754,Dev,Hindi,6.9,2 h 44 min,2004,18+
6755,Vamizi: Cradle of Coral,English,7.2,52min,2020,13+
6756,Swapna Sundari,Telugu,None,2 h 7 min,None,NR
6757,Srivari Priyuralu,Telugu,None,2 h 14 min,1994,NR
6758,Sitadevi,Telugu,6.1,2 h 12 min,1982,NR
6759,Rebel,Telugu,4.7,2 h 49 min,2020,18+
6760,Sabrang,Hindi,6.4,1 h 44 min,2017,NR
6761,Raja Harish Chandra,Bengali,None,1 h 52 min,1994,NR
6762,Bhrashtachar,Hindi,4.7,2 h 21 min,1989,13+
6763,Pratham Dekha,Bengali,None,2 h 27 min,1992,NR
6764,For the Plasma,English,5.7,1 h 33 min,2014,NR
6765,Awara Paagal Deewana,Hindi,6.2,2 h 37 min,2002,18+
6766,Tropic Thunder,English,7,1 h 46 min,2008,18+
6767,Byabodhan,Bengali,None,2 h 11 min,1990,NR
6768,Meri Jung,Hindi,7.3,2 h 40 min,1985,All
6769,Vice,English,None,1 h 38 min,2008,18+
6770,SAFALTA 0KM,Gujarati,8.2,2 h 31 min,2020,13+
6771,Chor Machaye Shor,Hindi,6.5,2 h 19 min,1974,All
6772,Transformers: Dark of the Moon,English,6.2,2 h 34 min,2011,13+
6773,You n Me,Punjabi,8.1,2 h 2 mins,2013,13+
6774,Main Krishna Hoon,Hindi,5.3,2 h 9 min,2013,NR
6775,Shubho Mahurat,Bengali,7.7,2 h 34 min,2017,13+
6776,Kannedhirey Thondrinaal,Tamil,6.7,2 h 42 min,1998,All
6777,Baavare Prem He,Marathi,6.4,1 h 56 mins,2014,All
6778,Kshudhita Pashan,Bengali,6.8,1 h 39 min,None,All
6779,Naa Desam,Telugu,6.8,2 h 5 min,1982,NR
6780,Hellboy,English,5.2,2 h 1 min,2004,16+
6781,Gulabo Sitabo,Hindi,6.3,2 h 4 min,2020,16+
6782,Swapno Niea,Bengali,None,1 h 24 min,None,NR
6783,Swabhoomi,Bengali,None,1 h 56 min,2017,13+
6784,Hopscotch,English,7.2,1 h 44 min,1980,13+
6785,Shourya,Telugu,6.9,1 h 57 min,2016,13+
6786,Indu Sarkar,Hindi,6,2 h 14 min,2017,13+
6787,Biporjoy,Bengali,4.4,2h,2017,13+
6788,Lal Baadshah,Hindi,3.3,2 h 23 min,1999,18+
6789,Sikandar,Hindi,None,1 h 42 min,2009,13+
6790,Deewane Huye Paagal,Hindi,5.3,2 h 30 min,2005,13+
6791,Bal Hanuman III - Return Of The Demon,Hindi,None,50min,2010,All
6792,Galige,English,7.4,2 h 21 min,1994,NR
6793,Khaad,Bengali,7.2,1 h 58 min,2017,13+
6794,Mamangam,Malayalam,6.4,2 h 36 min,2019,13+
6795,Sriramachandra,Kannada,5.4,2 h 6 min,1992,NR
6796,Demolition,English,7,1 h 40 min,2015,18+
6797,Ananda Poonkaatre,Tamil,6.5,2 h 31 min,1999,All
6798,Shambo Shankara,Telugu,3.7,2 h 5 min,2018,13+
6799,Survivor,Telugu,5.6,1 h 36 min,2015,13+
6800,Shruthi,Kannada,None,2 h 32 min,1990,NR
6801,Byomkesh Bakshi (Adim Ripu),Bengali,None,1 h 48 min,2017,13+
6802,Goodbye Lover,English,5.6,1 h 41 min,1999,18+
6803,Phoolon Ki Sej,Hindi,5.7,2 h 28 min,None,All
6804,Octopus (Kannada),Kannada,None,2 h 17 min,2015,13+
6805,The Witch: Part 1 - The Subversion,English,7.1,2h,2018,18+
6806,Bleeding Steel,Hindi,5.2,1 h 45 min,2017,13+
6807,Shriman Satyawadi,Hindi,6.9,2 h 26 min,None,All
6808,Akkare,Malayalam,7.5,1 h 51 min,1984,NR
6809,Tirupathi,Tamil,3.3,2 h 33 min,2006,All
6810,Aamne Samne,Hindi,6.4,2 h 13 min,1982,All
6811,Dhill,Tamil,7,2 h 38 min,2001,18+
6812,Bal Ganesh and PomZom Planet (Gujarati),Gujarati,None,1 h 19 min,2017,All
6813,Arjun Aamar Naam,Bengali,None,2 h 26 min,2003,NR
6814,Pareeth Pandari,Malayalam,6.7,1 h 50 min,2017,All
6815,Kabzaa,Hindi,6,2 h 21 min,1988,All
6816,Chacko Randaaman,Malayalam,3.6,2 h 21 min,2006,NR
6817,No Strings Attached,English,6.2,1 h 47 min,2011,18+
6818,Mawaali,Hindi,5.4,2 h 18 min,1983,All
6819,Ye Kaisa Pal Do Pal Ka Pyar,Hindi,None,1 h 24 min,2016,13+
6820,Ghost Rider,Marathi,5.2,1 h 50 mins,2007,13+
6821,Bagh Bondi Khela,Bengali,7.7,2 h 6 min,2017,13+
6822,Bring the Sun Home,English,None,54min,2020,13+
6823,Chandragiri,Malayalam,4.6,2 h 18 min,2018,NR
6824,Pressure Cooker,Telugu,6.3,2 h 4 min,2020,13+
6825,Black and Blue,Hindi,6.4,1 h 47 min,2019,18+
6826,Affraa Taffri,Gujarati,6.3,2 h 4 min,2020,13+
6827,The Bhoot Of Rose Ville,Bengali,None,1 h 53 min,2010,NR
6828,Veruthe Oru Bharya,Malayalam,6.3,2 h 21 min,2008,All
6829,Paigham,Hindi,7,2 h 26 min,None,All
6830,Pattondru Ketten,Tamil,None,1 h 58 min,1991,All
6831,Hum Aapke Dil Mein Rehte Hain,Hindi,5.7,2 h 47 min,1999,All
6832,Knock Knock,Telugu,4.9,1 h 39 min,2015,18+
6833,Man On Fire,English,7.7,2 h 26 min,2004,13+
6834,Logan Lucky,Hindi,7,1 h 58 min,2017,16+
6835,The Room,Telugu,6,1 h 39 min,2019,18+
